0, 10, 10
1, 10, 10
2, 10, 10
3, 10, 10
4, 10, 10
5, 10, 10
6, 10, 10
7, 10, 10
8, 10, 10
9, 10, 10
10, 10, 10
11, 10, 10
12, 10, 10
13, 10, 10
14, 10, 10
15, 10, 10
16, 10, 10
17, 10, 10
18, 10, 10
19, 10, 10
20, 10, 10
21, 10, 10
22, 10, 10
23, 10, 10
24, 10, 10
25, 10, 10
26, 10, 10
27, 10, 10
28, 10, 10
29, 10, 10
30, 10, 10
31, 10, 10
32, 10, 10
33, 10, 10
34, 10, 10
35, 10, 10
36, 10, 10
37, 10, 10
38, 10, 10
39, 10, 10
40, 10, 10
41, 10, 10
42, 10, 10
43, 10, 10
44, 10, 10
45, 10, 10
46, 10, 10
47, 10, 10
48, 10, 10
49, 10, 10
50, 10, 10
51, 10, 10
52, 10, 10
53, 10, 10
54, 10, 10
55, 10, 10
56, 10, 10
57, 10, 10
58, 10, 10
59, 10, 10
60, 10, 10
61, 10, 10
62, 10, 10
63, 10, 10
64, 10, 10
65, 10, 10
66, 10, 10
67, 10, 10
68, 10, 10
69, 10, 10
70, 10, 10
71, 10, 10
72, 10, 10
73, 10, 10
74, 9, 10
75, 9, 10
76, 9, 10
77, 9, 10
78, 9, 10
79, 9, 10
80, 9, 10
81, 9, 10
82, 9, 10
83, 9, 10
84, 9, 10
85, 9, 10
86, 9, 10
87, 9, 10
88, 9, 10
89, 9, 10
90, 9, 10
91, 9, 10
92, 9, 10
93, 9, 10
94, 9, 10
95, 9, 10
96, 9, 10
97, 9, 10
98, 9, 10
99, 9, 10
100, 9, 10
101, 9, 10
102, 9, 10
103, 9, 10
104, 9, 10
105, 9, 10
106, 9, 10
107, 9, 10
108, 9, 10
109, 9, 10
110, 9, 10
111, 9, 10
112, 9, 10
113, 9, 10
114, 9, 10
115, 9, 10
116, 9, 10
117, 9, 10
118, 9, 10
119, 9, 10
120, 9, 10
121, 9, 10
122, 9, 10
123, 9, 10
124, 9, 10
125, 9, 10
126, 9, 10
127, 9, 10
128, 9, 10
129, 9, 10
130, 9, 10
131, 9, 10
132, 9, 10
133, 9, 10
134, 9, 10
135, 9, 10
136, 9, 10
137, 9, 10
138, 9, 10
139, 9, 10
140, 9, 10
141, 9, 10
142, 9, 10
143, 9, 10
144, 9, 10
145, 9, 10
146, 9, 10
147, 9, 10
148, 9, 10
149, 9, 10
150, 9, 10
151, 9, 10
152, 9, 10
153, 9, 10
154, 9, 10
155, 8, 10
156, 8, 10
157, 8, 10
158, 8, 10
159, 8, 10
160, 8, 10
161, 8, 10
162, 8, 10
163, 8, 10
164, 8, 10
165, 8, 10
166, 8, 10
167, 8, 10
168, 8, 10
169, 8, 10
170, 8, 10
171, 8, 10
172, 8, 10
173, 8, 11
174, 8, 11
175, 8, 11
176, 8, 11
177, 8, 11
178, 8, 11
179, 8, 12
180, 8, 12
181, 8, 13
182, 8, 13
183, 8, 14
184, 8, 14
185, 8, 14
186, 8, 14
187, 8, 14
188, 8, 14
189, 8, 14
190, 8, 14
191, 8, 14
192, 8, 14
193, 8, 14
194, 8, 14
195, 8, 14
196, 8, 14
197, 8, 14
198, 8, 15
199, 8, 15
200, 8, 15
201, 8, 15
202, 8, 15
203, 8, 15
204, 8, 15
205, 8, 15
206, 8, 15
207, 8, 15
208, 8, 15
209, 8, 15
210, 8, 15
211, 8, 15
212, 8, 15
213, 8, 15
214, 8, 15
215, 8, 14
216, 8, 14
217, 8, 14
218, 8, 14
219, 8, 14
220, 8, 13
221, 8, 13
222, 8, 13
223, 8, 13
224, 8, 13
225, 8, 13
226, 8, 13
227, 8, 13
228, 8, 13
229, 8, 13
230, 8, 12
231, 8, 13
232, 8, 13
233, 8, 13
234, 8, 14
235, 8, 14
236, 8, 14
237, 8, 14
238, 8, 14
239, 8, 14
240, 8, 14
241, 8, 14
242, 8, 14
243, 8, 14
244, 8, 15
245, 8, 15
246, 8, 14
247, 8, 15
248, 8, 15
249, 8, 15
250, 8, 15
251, 8, 15
252, 8, 15
253, 8, 15
254, 8, 15
255, 9, 15
256, 9, 15
257, 9, 15
258, 9, 15
259, 9, 15
260, 9, 15
261, 9, 15
262, 9, 15
263, 9, 15
264, 9, 15
265, 9, 15
266, 9, 14
267, 9, 14
268, 9, 14
269, 9, 14
270, 9, 14
271, 9, 14
272, 9, 14
273, 9, 14
274, 9, 14
275, 9, 14
276, 9, 14
277, 9, 14
278, 9, 14
279, 9, 14
280, 9, 14
281, 9, 14
282, 9, 14
283, 9, 14
284, 9, 14
285, 9, 14
286, 9, 14
